Branch code/name,Prod_Code,mrp_code,mrp,sale_rate,vertical_value,destination_code,sale_type,acedns,ws_rate,distributor_rate,ss_rate,depot_rate,statename,UOM
,TAO DETERGENT BAR 90 GM (144X1),,3.26,0,,0,0,Y,0,0,0,0,,
,TAO DISH WASH 150 GM (80X1),,6.52,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO DISH WASH 150 GM (80X1),,391.14,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO DISH WASH 150 GM (80X1),,391.14,0,,0,0,Y,0,0,0,0,,
,TAO DISH WASH 150 GM (80X1),,6.52,0,,0,0,Y,0,0,0,0,,PC
,TAO DISH WASH 150 GM (80X1),,391.14,0,,0,0,Y,0,0,0,0,,CASE
,TAO DISH WASH 700 GM (12X1),,32.21684154,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO DISH WASH 700 GM (12X1),,386.6020985,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO DISH WASH 700 GM (12X1),,367.2316384,0,,0,0,Y,0,0,0,0,,
,TAO DISH WASH 700 GM (12X1),,30.60263653,0,,0,0,Y,0,0,0,0,,PC
,TAO DISH WASH 700 GM (12X1),,367.2316384,0,,0,0,Y,0,0,0,0,,CASE
,TAO DISH WASH 90 GM (144X1),,3.26,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO DISH WASH 90 GM (144X1),,234.43,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO DISH WASH 90 GM (144X1),,3.26,0,,0,0,Y,0,0,0,0,Bihar,PC
,TAO DISH WASH 90 GM (144X1),,234.43,0,,0,0,Y,0,0,0,0,Bihar,CASE
,TAO DISH WASH 90 GM (144X1),,3.26,0,,0,0,Y,0,0,0,0,Jharkhand,PC
,TAO DISH WASH 90 GM (144X1),,234.43,0,,0,0,Y,0,0,0,0,Jharkhand,CASE
,TAO DISH WASH 90 GM (144X1),,234.43,0,,0,0,Y,0,0,0,0,,
,TAO DISH WASH 90 GM (144X1),,3.26,0,,0,0,Y,0,0,0,0,,PC
,TAO DISH WASH 90 GM (144X1),,234.43,0,,0,0,Y,0,0,0,0,,CASE
,TAO DISH WASH 400 GM (400X24),,20.46475652,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO DISH WASH 400 GM (400X24),,491.1541566,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO DISH WASH 400 GM (400X24),,452.41,0,,0,0,Y,0,0,0,0,,
,TAO DISH WASH 400 GM (400X24),,18.85,0,,0,0,Y,0,0,0,0,,PC
,TAO DISH WASH 400 GM (400X24),,452.41,0,,0,0,Y,0,0,0,0,,CASE
,TAO FLOOR CLEANER 500 ML (24X1),,32.28,0,,0,0,Y,0,0,0,0,,
,PANCH MUKHI SALT 1KG (25KG),,8.6,0,,0,0,Y,0,0,0,0,West Bengal,PC
,PANCH MUKHI SALT 1KG (25KG),,215,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,PANCH MUKHI SALT 1KG (25KG),,8.6,0,,0,0,Y,0,0,0,0,,PC
,PANCH MUKHI SALT 1KG (25KG),,215,0,,0,0,Y,0,0,0,0,,CASE
,PANCH MUKHI SALT 1KG (25KG),,215,0,,0,0,Y,0,0,0,0,,
,PANCHMUKHI SALT 1/2 KG (25 KG),,4.56,0,,0,0,Y,0,0,0,0,West Bengal,PC
,PANCHMUKHI SALT 1/2 KG (25 KG),,228,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,PANCHMUKHI SALT 1/2 KG (25 KG),,4.56,0,,0,0,Y,0,0,0,0,,PC
,PANCHMUKHI SALT 1/2 KG (25 KG),,228,0,,0,0,Y,0,0,0,0,,CASE
,PANCHMUKHI SALT 1/2 KG (25 KG),,228,0,,0,0,Y,0,0,0,0,,
,SODA LOOSE,,0,0,,0,0,N,0,0,0,0,,
,TAO 12 GM (900X1),,542.1,0,,0,0,Y,0,0,0,0,,
,TAO 12 GM (900X1),,0.6,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO 12 GM (900X1),,542.1,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO 12 GM (900X1),,542.1,0,,0,0,Y,0,0,0,0,West Bengal,
,TAO 12 GM (900X1),,0.605326877,0,,0,0,Y,0,0,0,0,Bihar,PC
,TAO 12 GM (900X1),,544.7941889,0,,0,0,Y,0,0,0,0,Bihar,CASE
,TAO 12 GM (900X1),,0.605326877,0,,0,0,Y,0,0,0,0,Jharkhand,PC
,TAO 12 GM (900X1),,544.7941889,0,,0,0,Y,0,0,0,0,Jharkhand,CASE
,TAO 175 GM (61X1),,413.56,0,,0,0,Y,0,0,0,0,,
,TAO 175 GM (61X1),,6.89,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO 175 GM (61X1),,413.56,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO 175 GM (61X1),,6.725854183,0,,0,0,Y,0,0,0,0,Bihar,PC
,TAO 175 GM (61X1),,403.551251,0,,0,0,Y,0,0,0,0,Bihar,CASE
,TAO 175 GM (61X1),,6.725854183,0,,0,0,Y,0,0,0,0,Jharkhand,PC
,TAO 175 GM (61X1),,403.551251,0,,0,0,Y,0,0,0,0,Jharkhand,CASE
,TAO 1KG (25X1),,968.5230024,0,,0,0,Y,0,0,0,0,,
,TAO 1KG (25X1),,40.3551251,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO 1KG (25X1),,1008.878128,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO 1KG (25X1),,37.93381759,0,,0,0,Y,0,0,0,0,Bihar,PC
,TAO 1KG (25X1),,948.3454399,0,,0,0,Y,0,0,0,0,Bihar,CASE
,TAO 1KG (25X1),,37.93381759,0,,0,0,Y,0,0,0,0,Jharkhand,PC
,TAO 1KG (25X1),,948.3454399,0,,0,0,Y,0,0,0,0,Jharkhand,CASE
,TAO 500 GM (50X1),,20.5811138,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO 500 GM (50X1),,617.433414,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO 500 GM (50X1),,544.79,0,,0,0,Y,0,0,0,0,,
,TAO 500 GM (50X1),,18.56335755,0,,0,0,Y,0,0,0,0,Bihar,PC
,TAO 500 GM (50X1),,556.9007264,0,,0,0,Y,0,0,0,0,Bihar,CASE
,TAO 500 GM (50X1),,16.94915254,0,,0,0,Y,0,0,0,0,Jharkhand,PC
,TAO 500 GM (50X1),,508.4745763,0,,0,0,Y,0,0,0,0,Jharkhand,CASE
,TAO 75 GM (122X1),,3.29,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO 75 GM (122X1),,395.4,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO 75 GM (122X1),,395.4,0,,0,0,Y,0,0,0,0,,
,TAO 75 GM (122X1),,3.362927092,0,,0,0,Y,0,0,0,0,Bihar,PC
,TAO 75 GM (122X1),,403.551251,0,,0,0,Y,0,0,0,0,Bihar,CASE
,TAO 75 GM (122X1),,3.362927092,0,,0,0,Y,0,0,0,0,Jharkhand,PC
,TAO 75 GM (122X1),,403.551251,0,,0,0,Y,0,0,0,0,Jharkhand,CASE
,TAO PLUS 400 GM (30X1),,18.83,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO PLUS 400 GM (30X1),,564.83,0,,0,0,Y,0,0,0,0,West Bengal,CASE
,TAO PLUS 400 GM (30X1),,564.83,0,,0,0,Y,0,0,0,0,,
,TAO PLUS 400 GM (30X1),,18.83,0,,0,0,Y,0,0,0,0,,PC
,TAO PLUS 400 GM (30X1),,564.83,0,,0,0,Y,0,0,0,0,,CASE
,TAO PLUS 800 GM (24X1),,42.70917407,0,,0,0,Y,0,0,0,0,West Bengal,PC
,TAO PLUS 800 GM (24X1),,1025.020178,0,,0,0,Y,0,0,0,0,West Bengal,CASE
