Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD
,FGNM0350,PJ LIME CHILLI PEA NUT 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0326,PJ PUNJABI TADKA 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0327,PJ MARATHI TADKA 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0227,PJ BHAKHAR WADI 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0328,PJ ALOO BHUJIA 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0329,PJ BHUJIA 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0330,PJ MOONG DAL FRIED 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0331,PJ KRISPY MUNCH(TANGY TOMATO) 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0332,PJ KRISPY MUNCH(MAGIC MASALA) 40g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0099,PJ BADAM LACHHA 25g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0299,PJ DRY FRUIT MIX 25g,Cat_2 (Moving Packs) - Rs.10/-,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0066,HUNGER BITE TOMATO BALLS 30g,Cat_2 (Moving Packs) - Rs.10/-,HUNGER BITE,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0052,HUNGER BITE CHEESE BALLS 30g,Cat_2 (Moving Packs) - Rs.10/-,HUNGER BITE,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0063,HUNGER BITE SWEET & SOUR 30g,Cat_2 (Moving Packs) - Rs.10/-,HUNGER BITE,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0068,HUNGER BITE TOMATO RINGS 30g,Cat_2 (Moving Packs) - Rs.10/-,HUNGER BITE,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0058,HUNGER BITE CHILLY CHEESE 30g,Cat_2 (Moving Packs) - Rs.10/-,HUNGER BITE,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0062,LITTLE LOVE SWEET CORN 30g,Cat_2 (Moving Packs) - Rs.10/-,HUNGER BITE,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0046,CHEEPS TANGY TOMATO 28g,Cat_2 (Moving Packs) - Rs.10/-,CHEEPS,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0039,CHEEPS CLASSIC SALT 28g,Cat_2 (Moving Packs) - Rs.10/-,CHEEPS,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0041,CHEEPS CREAM & ONION 28g,Cat_2 (Moving Packs) - Rs.10/-,CHEEPS,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0044,CHEEPS MASALA MASTI 28g,Cat_2 (Moving Packs) - Rs.10/-,CHEEPS,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0042,KETTLE CHEEPS 30g,Cat_2 (Moving Packs) - Rs.10/-,CHEEPS,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0004,ALOO BHUJIA 400g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0333,ALOO BHUJIA 200g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0011,BHUJIA 1kg,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0012,BHUJIA 400g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0334,BHUJIA 200g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0075,MOONG DAL FRIED 400g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0335,MOONG DAL FRIED 200g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0020,BHUJIA HAND MADE BOX 400g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0023,BHUJIA OLIVE OIL BOX 400g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0158,RATLAMI SEV 150g,Cat_3 (Prime Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0007,PJ ALOO BHUJIA 400g,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0021,MILD BHUJIA 400g,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0016,PJ BHUJIA 1kg,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0018,PJ BHUJIA 400g,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0017,PJ BHUJIA 200g,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0024,PJ OLIVE OIL BHUJIA 200g,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0080,PJ MOONG DAL FRIED 1kg,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0081,PJ MOONG DAL FRIED 400g,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0336,PJ MOONG DAL FRIED 200g,Cat_3 (Prime Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0103,ALL IN ONE 400g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0337,ALL IN ONE 200g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0113,CHATPATTA MIXTURE 400g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0338,CHAT PATTA MIXTURE 200g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0130,KHASTA MIXTURE 400g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0152,TOK JHAL MISTI 400g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0339,TOK JHAL MISTI 200g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0144,MASALA CHANACHUR 400g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0340,MASALA CHANACHUR 200g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0133,KHATTA MITHA 400g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0341,KHATTA MITHA 200g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0124,JHAL CHANACHUR 400g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0146,SUPREME MIXTURE 150g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0148,SUPREME MIXTURE 90g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0142,MAKAI MIXTURE 200g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0186,RAITA BOONDI 90g,Cat_D (Mixture Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0106,PJ ALL IN ONE 1kg,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0109,PJ ALL IN ONE 400g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0107,PJ ALL IN ONE 200g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0116,PJ CHATPATTA MIXTURE 1kg,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0119,PJ CHATPATTA MIXTURE 400g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0117,PJ CHATPATTA MIXTURE 200g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0153,PJ TOK JHAL MISTI 400g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0149,PJ TOK JHAL MISTI 200g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0137,PJ KHATTA MITHA 1kg,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0140,PJ KHATTA MITHA 400g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0138,PJ KHATTA MITHA 200g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0125,PJ JHAL CHANACHUR 1kg,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0127,PJ JHAL CHANACHUR 400g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0126,PJ JHAL CHANACHUR 200g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0121,PJ HALKA FULKA 400g,Cat_D (Mixture Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0037,CHANA CHIPS 200g Pouch,Cat_E (Snacks Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0179,MINI SAMOSA 200g,Cat_E (Snacks Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0166,BHEL MURI 100g Jar,Cat_E (Snacks Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0195,NIMKI 150g,Cat_E (Snacks Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0226,PJ BHAKHAR WADI 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0168,PJ BAKE BITE 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0194,PJ METHI MATHRI 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0215,PJ CHAI PURI 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0174,PJ HARA MATAR 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0192,PJ MURUKKU 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0274,PJ MINI SAMOSA 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0240,PJ NIMBU PUDINA PEANUT 150g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0238,PJ LIME CHILLI PEANUT 150g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0232,PJ NUT CRACKERS 150g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0244,PJ SALTED PEANUT 150g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0187,PJ PUNJABI TADKA 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0086,PJ DIET CHIRA BHAJA 200g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0245,PEANUT SALTED 400g,Cat_E (Snacks Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0228,KACHORI ANJEER BOX 200g,Cat_F (Value Added Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0094,BADAM DALMOTH 200g,Cat_F (Value Added Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGDF0009,CASHEW SALTED 20g,Cat_F (Value Added Packs) - Namkeens,HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0162,PJ DRY FRUIT MIX (350g) POUCH,Cat_F (Value Added Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0098,PJ BADAM LACHHA 200g,Cat_F (Value Added Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0095,PJ DALMOTH KAJU 200g,Cat_F (Value Added Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGNM0036,PJ YELLOW BANANA CHIPS 150g,Cat_F (Value Added Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGDF0006,PJ KISMIS 250g,Cat_F (Value Added Packs) - Namkeens,PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0033,FROOT BITE 400g Box,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0032,FROOT BITE 150g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0030,CHOCO BITE 400g Box,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0029,CHOCO BITE 150g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0035,KESAR PISTA BITE 400g Box,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0034,KESAR PISTA BITE 150g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0028,BUTTER BITES 400g Box,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0031,COCO BITE 400g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0027,ALMOND STICK BOX,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0042,KHARI BAKED 180g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0043,TWIST KHARI 130g POUCH,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0041,CREAM ROLL VANILLA 40g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0039,CREAM ROLL CHOCOLATE 40g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0040,CREAM ROLL MIXED FRUIT 40g,Cat_G (Oven Delight Pack),BAKED,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0001,AMERICAN FRUIT CAKE 300g BOX,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0002,RICH BUTTER CAKE 300g BOX,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0008,FRUIT AND NUT CAKE 350g BOX,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0006,CHOCOLATE CAKE 350g BOX,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0005,DUNDEE CAKE 350g BOX,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0007,EXOTIC DRY FRUIT CAKE 350g BOX,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0003,CREAMY MILK CAKE 280g,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGBK0004,EXOTIC ASSORTMENT CAKE 625g,Cat_G (Oven Delight Pack),CAKE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0006,PAPAD MASALA 200g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PAPAD,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0023,PICKLE MANGO jar kg,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0028,PICKLE MIXED jar 1kg,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0033,PICKLE RED CHILLY 350g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0018,PICKLE GREEN CHILLY 350g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0034,PICKLE SWEET MANGO 400g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0022,PICKLE MANGO 350g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0027,PICKLE MIXED 350g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0020,PICKLE LEMON 350g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0026,PICKLE MANGO POUCH 60g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0031,PICKLE MIXED POUCH 60g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0025,PICKLE MANGO PCH 07g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0030,PICKLE MIXED PCH 07g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0019,PICKLE IMLI PCH 07g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0032,PICKLE RED CHILLI PCH 07g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0024,PJ PICKLE MANGO jar kg,Cat_H (Pickles Papad Pasta & Sewai Packs),PRABHUJI-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0029,PJ PICKLE MIXED jar 1kg,Cat_H (Pickles Papad Pasta & Sewai Packs),PRABHUJI-PICKLE,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0036,PJ SEWAI 120g,Cat_H (Pickles Papad Pasta & Sewai Packs),PRABHUJI-SEWAI,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0038,SEWAI 400g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-SEWAI,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0039,VERMICELLI 900g POUCH,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-SEWAI,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0043,PJ PASTA FUSILLI 100g,Cat_H (Pickles Papad Pasta & Sewai Packs),PRABHUJI-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0009,PASTA FUSILLI 180g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0010,PASTA FUSILLI 380g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0013,PASTA PENNE PIPE 100g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0014,PASTA PENNE PIPE 180g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0015,PASTA PENNE PIPE 380g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0011,PASTA (ELBOW) 100g,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0035,SEWAI VERMICELLI 5Kg,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-SEWAI,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0016,PASTA FUSILLI 5kgs,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0017,PASTA PENNE PIPE 5kgs,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGST0012,PASTA (ELBOW) 5kgs,Cat_H (Pickles Papad Pasta & Sewai Packs),HALDIRAM-PASTA,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0513,SOAN PAPDI KESAR 500g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0512,SOAN PAPDI KESAR 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0511,SOAN PAPDI GHEE 500g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0510,SOAN PAPDI GHEE 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0515,SOAN PAPDI MULTI GRAIN 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0517,SOAN PAPDI ORANGE 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0514,SOAN PAPDI MANGO 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0506,SOAN PAPDI CHOCOLATE 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0518,SOAN PAPDI STRAWBERRY 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0144,BADAM KARACHI HALWA 200g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0501,KUMRA PETHA 500g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0039,RAJBHOG TIN kg,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0042,ROSOGOLLA TIN kg,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0452,GULAB JAMUN TIN 1kg,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0500,ANGOORI PETHA TIN kg,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0041,ROSOGOLLA TIN 500g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0453,GULAB JAMUN TIN 500g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0165,GHEE PATISA 300g Box,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0584,MYSORE PAK 300g Box,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0633,SOAN PAPDI (HAND MADE) 200g Box,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0647,SOAN PAPDI (HAND MADE) 300g,Cat_I (Packed Sweets),HALDIRAM,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0646,PJ PEANUT GUR CHIKKI BAR 18G (12PCS),Cat_I (Packed Sweets),PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0645,PJ PEANUT GUR CHIKKI BAR 40G (6PCS),Cat_I (Packed Sweets),PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0040,PJ ROSOGOLLA TIN kg,Cat_I (Packed Sweets),PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0064,ROSOGOLLA 4kg (30PC) TIN,Cat_I (Packed Sweets),PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0454,PJ GULAB JAMUN TIN kg,Cat_I (Packed Sweets),PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
,FGSW0406,GULAB JAMUN 4kg (30PC),Cat_I (Packed Sweets),PRABHUJI,,0,Y,N,,Pcs.,Case,,,,,0
