Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,37F71580-CCF6-42F9-B,100/90-17FIREMAXX R81+(TL),,,,1,Y,N,,,,,,,,0,,,
,6819F34A-2BEF-45F2-B,2 75-18 R47+(6PR) (TL),,,,1,Y,N,,,,,,,,0,,,
,9167B76E-7755-4765-8,2 75-18 ROADMAXX BT F21+TYRE,,,,0,Y,N,,,,,,,,0,,,
,00E37C09-FA35-42F1-B,2 75-18 ROADMAXX BT F22+ TYRE,,,,9,Y,N,,,,,,,,0,,,
,98B8E003-77D4-4CE5-A,2 75-18 ROADMAXX BT F81+TYRE,,,,2,Y,N,,,,,,,,0,,,
,5C71EF10-730C-4EDD-B,2 75-18 ROADMAXX BT R42+TYRE,,,,-2,Y,N,,,,,,,,0,,,
,04701AC6-4225-4FE8-8,2.75-18 ROADMAXX  R47+,CEAT,,,-2,Y,N,,,,,,,,0,,,
,E7C8291E-0234-43F9-8,3000 4T 20W40 HT PRO 0.9 ML,MOTUL,,,282,Y,N,,,LTR,,,,,0,,,
,F4AFF4A6-AF2A-4D56-8,3000 4T PLUS 15W50 (6*2.5LTR)PROMO,MOTUL,,,322,Y,N,,,LTR,,,,,0,,,
,2EB0EB48-148E-4259-9,3000 4T+ 20W40 HT (PRO) 1LTR,MOTUL,,,664,Y,N,,,LTR,,,,,0,,,
,AFE82F33-1CAA-4CE4-8,30004T+ 10W30 1LTR,MOTUL,,,543,Y,N,,,LTR,,,,,0,,,
,8514DF70-A5A0-4806-8,3100 4T GOLD 20W50 SM 1.15LTR,MOTUL,,,802,Y,N,,,LTR,,,,,0,,,
,338E0D04-7BBD-4080-B,3100 4T GOLD 20W50 SM 1LTR,MOTUL,,,655,Y,N,,,LTR,,,,,0,,,
,50AAFFF4-4AF0-420F-9,5100 10W40 4T (1LTR),MOTUL,,,48,Y,N,,,LTR,,,,,0,,,
,A682FB89-C512-479B-B,90/90-17 FIREMAXX F81+ (TL),,,,3,Y,N,,,,,,,,0,,,
,1D543059-7B53-4712-B,CNGPP 20W50 NON PRO 1L,MOTUL,,,2500,Y,N,,,LTR,,,,,0,,,
,B0EE3951-6E71-40DF-B,HONDA 4ST ENG OIL SJ 10W-30 MB 0.8L,Idemitsu,,,784,Y,N,,,LTR,,,,,0,,,
,D3D150CE-F27B-496E-A,HONDA 4STR ENG OIL SJ 10W-30 MA 1L,Idemitsu,,,718,Y,N,,,LTR,,,,,0,,,
,600A5634-A976-423E-8,HONDA 4STRENG OIL SJ 10W-30 MA 0.8L,Idemitsu,,,886,Y,N,,,LTR,,,,,0,,,
,4539F8A9-AE7A-48D1-9,HONDA HIGH PERF E/OTHROTTLE10W30 1L,Idemitsu,,,22,Y,N,,,LTR,,,,,0,,,
,632C3F03-3DF0-4D17-8,IDEMITSU 15W50 MA SEMI SYN 1L,Idemitsu,,,113,Y,N,,,LTR,,,,,0,,,
,061FFE37-BF26-4EAA-8,IDEMITSU 4T 10W-30 MA S-SY. 0.9L,Idemitsu,,,584,Y,N,,,LTR,,,,,0,,,
