Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit,Prod size,Lead time,Buffer level,Max level marketing,UOM4,UOM5,Gross weight,FG_RM,Oil category,Alias,HSN/SAC,Packing Realization,Statename
Guwahati,110025000100,100 Gms Sago Papad(Box).Rs37/-,Common,,,0,N,N,Common,pcs,Kgs,0.10,,,,0,,,,,,,,,,,,,,,0,
West Bengal,110025000100,100 Gms Sago Papad(Box).Rs37/-,Common,,,0,N,N,Common,pcs,Kgs,0.10,,,,0,,,,,,,,,,,,,,,0,
Guwahati,110002000050,Ajwain (Economy) 50 Gms.Rs17/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.05,,,,0,,,,,,,,,,,,,,,0,
West Bengal,110002000050,Ajwain (Economy) 50 Gms.Rs17/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.05,,,,0,,,,,,,,,,,,,,,0,
Guwahati,110002000500,Ajwain (Economy) 500 Gms.Rs162/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.50,,,,0,,,,,,,,,,,,,,,0,
West Bengal,110002000500,Ajwain (Economy) 500 Gms.Rs162/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.50,,,,0,,,,,,,,,,,,,,,0,
Guwahati,110001000100,Ajwain 100 Gms.Rs46/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.10,,,,0,,,,,,,,,,,,,,,0,
West Bengal,110001000100,Ajwain 100 Gms.Rs46/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.10,,,,0,,,,,,,,,,,,,,,0,
Guwahati,110001000050,Ajwain 50 Gms.Rs23/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.05,,,,0,,,,,,,,,,,,,,,0,
West Bengal,110001000050,Ajwain 50 Gms.Rs23/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.05,,,,0,,,,,,,,,,,,,,,0,
Guwahati,110001000000,Ajwain.Rs2/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.01,,,,0,,,,,,,,,,,,,,,0,
West Bengal,110001000000,Ajwain.Rs2/-,Spices,,,0,N,N,Spices,pcs,Kgs,0.01,,,,0,,,,,,,,,,,,,,,0,
Guwahati,150001000018,All in One 18 Gms.Rs/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.02,,,,0,,,,,,,,,,,,,,,0,
West Bengal,150001000018,All in One 18 Gms.Rs5/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.02,,,,0,,,,,,,,,,,,,,,0,
Guwahati,150001000200,All in One 200 Gms.Rs/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.20,,,,0,,,,,,,,,,,,,,,0,
West Bengal,150001000200,All in One 200 Gms.Rs/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.20,,,,0,,,,,,,,,,,,,,,0,
Guwahati,150001000040,All in One 40 Gms.Rs/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.04,,,,0,,,,,,,,,,,,,,,0,
West Bengal,150001000040,All in One 40 Gms.Rs10/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.04,,,,0,,,,,,,,,,,,,,,0,
Guwahati,150002000018,Alu Bhujia 18 Gms.Rs/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.02,,,,0,,,,,,,,,,,,,,,0,
West Bengal,150002000018,Alu Bhujia 18 Gms.Rs5/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.02,,,,0,,,,,,,,,,,,,,,0,
Guwahati,150002000040,Alu Bhujia 40 Gms.Rs/-,Food Products,,,0,N,N,Food Products,pcs,Kgs,0.04,,,,0,,,,,,,,,,,,,,,0,
