customer_code(fk)/customer_name,emp_code/emp_name,Invoice Id,Invoice Date,Invoice amount,Due amount
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,IGSY/00018/21-22,02-03-2022,184104,184104
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILKL/01950/21-22,01-03-2022,247087,247087
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04362/21-22,27-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04365/21-22,27-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04367/21-22,27-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04368/21-22,27-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04374/21-22,27-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04334/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04335/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04338/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04339/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04341/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04347/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04349/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04353/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04355/21-22,26-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04315/21-22,25-02-2022,50951,50951
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04321/21-22,25-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04324/21-22,25-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04291/21-22,24-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04297/21-22,24-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04303/21-22,24-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04304/21-22,24-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04290/21-22,23-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04250/21-22,22-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04252/21-22,22-02-2022,48448,48448
A006,11001462;1101165;11001548;1200038;11001552;1200180;1101258,ILBD/04254/21-22,22-02-2022,48448,48448
