Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit,Prod size,Lead time,Buffer level,Max level marketing,UOM4,UOM5,Gross weight,FG_RM,Oil category,Alias
,130001001000,Sada Papad (9,Papad,,,0,Y,N,,Pouch,KG,1,,,,0,,,,,,,,,,,,,
,130016000480,Sago Papad  (Box)480 gms,Papad,,,0,Y,N,,Pouch,KG,2.08333333333,,,,0,,,,,,,,,,,,,
,130016000100,Sago Papad 100 gms,Papad,,,0,Y,N,,Pouch,KG,10,,,,0,,,,,,,,,,,,,
,130001000200,Sada Papad (6,Papad,,,0,Y,N,,Pouch,KG,5,,,,0,,,,,,,,,,,,,
,130006000200,Masala Papad 200 g,Papad,,,0,Y,N,,Pouch,KG,5,,,,0,,,,,,,,,,,,,
,130010000200,Punjabi Masala Papad200 gms,Papad,,,0,Y,N,,Pouch,KG,5,,,,0,,,,,,,,,,,,,
,130005000200,Disco Papad200 gms,Papad,,,0,Y,N,,Pouch,KG,5,,,,0,,,,,,,,,,,,,
,130013000200,Special  Papad 200 gms,Papad,,,0,Y,N,,Pouch,KG,5,,,,0,,,,,,,,,,,,,
,130012000200,Special Masala Papad 200 gms,Papad,,,0,Y,N,,Pouch,KG,5,,,,0,,,,,,,,,,,,,
,130012000500,Special Masala Papad 500 gms,Papad,,,0,Y,N,,Pouch,KG,2,,,,0,,,,,,,,,,,,,
,130009000100,Masala Papad 100 gms,Papad,,,0,Y,N,,Pouch,KG,10,,,,0,,,,,,,,,,,,,
,130033000100,Plain Appalam100 gms,Papad,,,0,Y,N,,Pouch,KG,10,,,,0,,,,,,,,,,,,,
,130015000200,Shahi Masala Papad200 gms,Papad,,,0,Y,N,,Pouch,KG,5,,,,0,,,,,,,,,,,,,
,130008000040,Masala Papad SmallRs 10,Papad,,,0,Y,N,,Pouch,KG,25,,,,0,,,,,,,,,,,,,
,130018000070,Garlic Sago Papad 70g,Papad,,,0,Y,N,,Pouch,KG,14.2857142857,,,,0,,,,,,,,,,,,,
,130022000070,Onion Sago Papad70g,Papad,,,0,Y,N,,Pouch,KG,14.2857142857,,,,0,,,,,,,,,,,,,
,130017000070,Cumin Sago Papad70g,Papad,,,0,Y,N,,Pouch,KG,14.2857142857,,,,0,,,,,,,,,,,,,
,130019000070,Green Chilly Sabudana Papad 70 g,Papad,,,0,Y,N,,Pouch,KG,14.2857142857,,,,0,,,,,,,,,,,,,
,130021000070,Mint Sago Papad70g,Papad,,,0,Y,N,,Pouch,KG,14.2857142857,,,,0,,,,,,,,,,,,,
,130020000070,Kasuri Methi Sago Papad70g,Papad,,,0,Y,N,,Pouch,KG,14.2857142857,,,,0,,,,,,,,,,,,,
,130023000070,Red Chilly Sago Papad70g,Papad,,,0,Y,N,,Pouch,KG,14.2857142857,,,,0,,,,,,,,,,,,,
,130026000100,Motor Bori 100g,Food Products,,,0,Y,N,,Pouch,KG,1,,,,0,,,,,,,,,,,,,
,130024000100,Kalai Bori 100g,Food Products,,,0,Y,N,,Pouch,KG,1,,,,0,,,,,,,,,,,,,
,130025000100,Kala Jeera Bori 100g,Food Products,,,0,Y,N,,Pouch,KG,1,,,,0,,,,,,,,,,,,,
,130027000100,Musur Bori 100g,Food Products,,,0,Y,N,,Pouch,KG,1,,,,0,,,,,,,,,,,,,
,160002000250,Jam - Mixed1 Kg,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,160002000500,Jam - Mixed500 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,160001000250,Jam - Mango250 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,160001000500,Jam - Mango500 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,160003000250,Jam - Pineapple250 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,160003000500,Jam - Pineapple500 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170002000200,Pickle - Mango200 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170002000400,Pickle - Mango400 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170002001000,Pickle - Mango1 Kg,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170001000200,Pickle - Green Chilly200 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170001000400,Pickle - Green Chilly400 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170004000200,Pickle - Lemom200 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170004000400,Pickle - Lemom400 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170004001000,Pickle - Lemom1 Kg,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170003000200,Pickle- Mixed200 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170003000400,Pickle- Mixed400 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170003001000,Pickle- Mixed1 Kg,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,170003005000,Pickle- Mixed5Kgs,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,180004000200,Sauce - Tomato200 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,180004000500,Sauce - Tomato500 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,180004001000,Sauce - Tomato1 Kg,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,180005000200,Sauce - Tomato Chilly200 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,180005000500,Sauce - Tomato Chilly500 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,180005001000,Sauce - Tomato Chilly1 Kg,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
,180001000200,Sauce - Green Chilly200 gms,Food Products,,,0,Y,N,,Bottle,KG,1,,,,0,,,,,,,,,,,,,
